G,Num_obs,rms,U,M,Peri,Node,i,e,n,a,Tp,Perihelion_dist,Synodic_period,Orbit_type_Apollo,Orbit_type_Atira,Orbit_type_Object with perihelion distance < 1.665 AU,H
,24,1.0,8.0,337.4126,239.6058,19.08263,17.52204,0.1643372,0.63395958,1.3420283,2459923.12909,1.1214831,2.8028238,0,0,0,
