G,Num_obs,rms,U,M,Peri,Node,i,e,n,a,Tp,Perihelion_dist,Synodic_period,Orbit_type_Apollo,Orbit_type_Atira,Orbit_type_Object with perihelion distance < 1.665 AU
0.15,71,0.9,1.0,235.92687,332.6803,145.59983,25.44811,0.5311488999999999,0.87753772,1.0805019,2460028.88781,0.5065945,9.1200864,1,0,0
0.15,30,0.72,7.0,171.46517,32.04767,178.51877,1.25202,0.5942622,0.29961933,2.2118525,2459315.22321,0.8974322,1.4367703,1,0,0
0.15,108,0.72,0.0,326.06961,333.22064,129.59238,12.39689,0.3897364,0.48718505,1.5995829,2459957.1458,0.9761671999999999,1.9774536999999999,1,0,0
0.15,96,0.31,1.0,207.74906,67.603,124.59915,52.62669,0.7445297,0.15429359,3.4427393,2460874.26185,0.8795176,1.185602,1,0,0
0.15,34,0.53,7.0,280.0518,116.2679,323.56332,9.83819,0.3899045,0.91046867,1.0542883,2459975.30995,0.6432165,13.1171209,1,0,0
0.15,15,0.48,8.0,84.84638,88.22442,74.67987,6.95884,0.7252653,0.29882904,2.2157504,2459603.57046,0.6087435,1.435117,1,0,0
0.15,50,0.39,6.0,286.11912,330.51292,69.4729,1.15344,0.4222178,0.47346731000000003,1.6303320000000001,2460043.5422,0.9419768,1.9244873999999998,1,0,0
0.15,39,0.97,8.0,27.12454,92.98064,180.97542,9.76463,0.6448555,0.37773281000000003,1.8953069999999999,2459815.6912,0.6731079,1.6213989999999998,1,0,0
0.15,34,0.27,6.0,126.14906,266.68855,166.86401,5.04429,0.2823698,0.83214584,1.1194458,2459735.9051,0.8033481,6.4224955999999995,1,0,0
0.15,22,0.61,8.0,81.40516,358.65815,152.42457,10.02328,0.5499864,0.3229333,2.1040731,2459635.41959,0.9468614999999999,1.4873182,1,0,0
0.15,249,0.55,0.0,239.87037,48.17027,349.62012,25.603,0.29258649999999997,0.66035413,1.3060249,2460069.41699,0.9238995999999999,3.0302749,1,0,0
0.15,220,0.85,0.0,91.3717,280.3651,176.68147,3.39319,0.5312622,0.23104668,2.6302855,2459492.03129,1.2329142,1.3062000999999999,0,0,0
0.15,157,0.64,2.0,248.14143,144.70862,254.01303,37.32573,0.0528871,0.91440614,1.0512596,2460009.8292,0.9956615,13.8424982,1,0,0
0.15,30,0.33,6.0,194.86136,275.76761,223.48792,3.52815,0.6892252,0.32613152,2.0902948,2460393.85599,0.6496109,1.4945312,1,0,0
0.15,94,0.8300000000000001,0.0,296.95236,18.47458,251.23862,18.67342,0.4135213,0.60474301,1.3849119,2459991.75526,0.8122212999999999,2.587816,1,0,0
0.15,80,0.59,0.0,20.09984,65.52694,166.89435,31.5289,0.1642841,0.55181834,1.4721045,2459851.07526,1.2302610999999999,2.2720882,0,0,0
0.15,54,0.39,5.0,151.08281,172.73822,6.72838,13.01148,0.3813241,0.42373289000000003,1.7555287,2459530.94792,1.0861033,1.7541411,0,0,0
0.15,80,0.27,5.0,96.08326,355.36926,188.4897,12.18155,0.323424,0.48622231,1.6016937,2459689.88821,1.0836675,1.9736414999999998,0,0,0
0.15,52,0.4,4.0,295.13097,13.20141,77.45589,3.12989,0.227964,0.6915963900000001,1.2663902999999999,2459981.29609,0.9776988999999999,3.3522783,1,0,0
0.15,27,0.51,9.0,96.59525,46.44213,324.74429,25.45951,0.46164469999999996,1.01057407,0.9834613,2459791.91546,0.5294516,39.4773211,0,0,0
0.15,21,0.61,8.0,140.01512,8.3431,233.89258,13.48829,0.20418719999999999,1.26431288,0.8470316999999999,2459776.75595,0.6740786999999999,3.5363799,0,0,0
0.15,33,0.42,4.0,164.773,314.77626,130.29725,24.46892,0.3297539,0.78231045,1.1664961,2459676.87644,0.7818394999999999,4.8481122,1,0,0
0.15,39,0.61,6.0,33.38468,0.1923,299.32752,5.84937,0.45517939999999996,0.32177887,2.1091026,2459783.7496,1.1490825,1.4847317,0,0,0
0.15,170,0.27,1.0,166.53988,151.75118,81.56411,12.76422,0.3301287,0.4655,1.648882,2459529.73441,1.1045387,1.8950071,0,0,0
0.15,202,0.58,0.0,270.6892,35.76647,101.37955,5.30454,0.5331089999999999,0.26866994,2.3786104999999997,2460219.91833,1.1105518,1.3747465,0,0,0
0.15,41,0.51,5.0,54.96634,268.34613,13.32048,20.05535,0.5600027,0.30989973,2.1626617,2459710.13184,0.9515653,1.4586297,1,0,0
0.15,12,0.17,6.0,86.07623,277.00471,29.4804,2.92552,0.11520029999999999,0.95870423,1.0186218,2459797.71607,0.9012762999999999,36.634949,1,0,0
0.15,183,0.46,1.0,96.26184,280.11401,39.65402,6.1035,0.4754403,0.32128536,2.1112618,2459587.88517,1.1074829,1.4836287,0,0,0
0.15,101,0.8,5.0,180.80938,301.10034,174.9024,17.12922,0.5194252,0.42972702,1.7391656,2460304.48711,0.8357992,1.7730563,1,0,0
0.15,15,0.47000000000000003,7.0,87.68641,243.95185,111.4387,9.955400000000001,0.5063702999999999,0.42722084,1.7459606,2459682.25154,0.861858,1.7650983,1,0,0
0.15,42,0.30000000000000004,6.0,284.16244,87.75141,348.74404,5.578,0.6978342,0.37299807,1.9113123,2460090.81895,0.5775332,1.6088675000000001,1,0,0
0.15,70,0.91,0.0,191.25137,204.98372,326.49695,2.78953,0.7181603999999999,0.32956679,2.0757438,2460399.5318,0.5850268,1.5023571,1,0,0
0.15,82,0.47000000000000003,0.0,66.60052,175.99995,24.05835,8.27165,0.49256269999999996,0.32817439,2.0816111,2459684.55748,1.0562871,1.4991752,0,0,0
0.15,84,0.61,6.0,253.00397,26.64221,134.02937,15.21256,0.3430072,1.36099917,0.8064253,2459966.1158,0.5298155999999999,2.6255461,0,0,0
0.15,159,0.63,0.0,90.48809,275.16958,251.5151,28.46135,0.7162026,0.35174585,1.9875439,2459630.24578,0.5640598,1.5549251,1,0,0
0.15,117,0.68,0.0,295.05077,199.44735,135.40652,7.38359,0.48412279999999996,0.27169657,2.3609128,2460126.55067,1.2179411,1.3805748,0,0,0
0.15,57,0.27,7.0,330.73805,145.70344,348.67888,3.06866,0.42512049999999996,0.75118253,1.1985028,2459926.45452,0.6889947,4.2043604,1,0,0
0.15,27,0.4,8.0,109.53525,93.76656,178.98444,7.12988,0.5775796,0.40682959,1.8038248000000001,2459618.25883,0.7619724,1.7029112,1,0,0
0.15,39,0.37,6.0,3.26473,127.06033,28.34178,9.50194,0.209426,1.07499395,0.9437683,2459884.46302,0.7461186999999999,11.0263939,0,0,0
0.15,24,0.8,7.0,265.57014,282.99458,72.7534,2.40526,0.4563982,0.4175933,1.7726937,2460113.62877,0.9636395,1.7351809,1,0,0
0.15,28,0.79,6.0,356.27706,143.92831,268.43845,1.1533,0.5198762,0.25858181,2.44008,2459901.89753,1.1715404999999999,1.3556707000000001,0,0,0
0.15,56,0.31,2.0,33.05227,25.21733,117.16661,16.42776,0.5861687,0.45567231,1.6725058,2459814.96483,0.6921352,1.8598639000000001,1,0,0
0.15,27,0.62,6.0,157.33949,96.79045,211.99974,3.21062,0.6299331,0.21732473,2.7398699,2459163.51653,1.0139352,1.2828707,0,0,0
0.15,50,0.29,2.0,320.04566,30.91787,115.76737,2.11889,0.7658492,0.24914162,2.501335,2460047.868,0.5856895999999999,1.3382934,1,0,0
0.15,61,0.49,7.0,187.81639,213.83185,350.79552,0.51846,0.5949227,0.25729139,2.4482319,2460556.7166,0.9917231999999999,1.3532688,1,0,0
0.15,104,0.59,2.0,198.67357,248.80998,350.46755,33.81659,0.6303555,0.16447183,3.2991979,2460868.37593,1.2195304,1.200298,0,0,0
0.15,346,0.59,0.0,348.59784,46.08635,331.14099,22.32351,0.123814,1.0700392,0.9466794,2459898.15583,0.8294672,11.6734563,0,0,0
0.15,37,0.86,7.0,228.04018,279.41909,104.69629,3.31176,0.7709737,0.32926505,2.0770118,2460288.27087,0.47569029999999995,1.5016664,1,0,0
0.15,127,0.6000000000000001,4.0,62.54208,161.62115,45.23386,10.4366,0.46800519999999995,0.31755748,2.1277527,2459690.55268,1.1319534,1.4753497,0,0,0
0.15,328,0.66,0.0,65.50208,223.19334,89.64566,5.75719,0.2670217,1.19431665,0.8798117,2459832.65518,0.6448828999999999,4.7224026,0,0,0
0.15,36,0.9500000000000001,6.0,166.46621,1.10359,159.89733,5.62726,0.6514523999999999,0.26902514,2.3765164,2459268.72424,0.8283290999999999,1.3754279999999999,1,0,0
0.15,28,0.31,4.0,72.69568,309.0893,142.87221,14.0295,0.4473277,0.31403917000000003,2.1436152,2459656.01392,1.1847167,1.4676205,0,0,0
0.15,131,0.43,0.0,90.3703,67.47002,116.55821,5.6581600000000005,0.5226687,0.34216056,2.0244921,2459623.38331,0.9663533999999999,1.5317617000000001,1,0,0
0.15,66,0.37,2.0,20.51246,229.09495,202.92866,22.3604,0.6523574999999999,0.28623002000000003,2.2803032,2459815.83574,0.7927303,1.4092639,1,0,0
0.15,71,0.36,3.0,113.08801,121.24692,157.80305,2.45259,0.6065147,0.20494493,2.8491235,2459335.70286,1.1210882,1.2625268,0,0,0
0.15,25,0.37,6.0,274.2794,318.64056,336.43623,2.55357,0.47527149999999996,0.43450872,1.7263826,2460084.78167,0.9058822,1.7884405,1,0,0
0.15,259,0.6000000000000001,1.0,86.08204,1.4017,9.99286,18.80357,0.22461289999999998,0.6586571,1.3082672,2459756.80675,1.0144135,3.0145467,0,0,0
0.15,23,0.23,6.0,132.12351,83.87997,231.92936,0.3285,0.42005719999999996,0.32255753,2.1057069,2459477.88773,1.2211896,1.4864753,0,0,0
0.15,1181,0.6900000000000001,0.0,63.38464,180.95965,114.34295,7.20479,0.41049739999999996,0.5227668999999999,1.5261504000000001,2459766.25162,0.8996696,2.1294746,1,0,0
0.15,70,0.39,1.0,355.28138,95.46955,327.09835,18.26155,0.4655585,0.30654699999999996,2.1784019,2459902.89281,1.1642284,1.451428,0,0,0
0.15,15,0.35000000000000003,7.0,71.42453,248.44889,167.44045,32.34458,0.35969199999999996,0.42074579,1.7638278,2459717.74299,1.1293931,1.7448649999999999,0,0,0
0.15,72,0.33,2.0,330.61904,90.88416,336.33254,26.69315,0.3672872,0.77641655,1.1723919999999999,2459925.34175,0.7417874,4.7115186,1,0,0
0.15,396,0.63,0.0,207.49478,46.16131,18.12779,34.48698,0.450936,0.37421095,1.9071802,2460295.03816,1.047164,1.6120591,0,0,0
0.15,59,0.33,0.0,179.48704,67.42378,284.29574,7.41224,0.3036223,0.59106803,1.4061913,2459583.83436,0.9792403,2.4981207,1,0,0
0.15,20,0.38,8.0,349.2074,241.40546,335.41015,19.55161,0.4548349,0.46448432,1.6512848999999998,2459910.73566,0.9002228999999999,1.8913136,1,0,0
0.15,15,0.16,6.0,84.44481,198.16445,197.5767,23.61152,0.31975529999999996,0.45284599999999997,1.6794574999999998,2459701.02422,1.1424421,1.8499974,0,0,0
0.15,44,0.41000000000000003,7.0,192.49459,158.39388,162.12962,36.73511,0.23598519999999998,0.55869665,1.4599971,2460187.31462,1.1154594,2.3086959,0,0,0
0.15,99,0.74,0.0,199.69808,305.58036,151.45061,6.53975,0.40773709999999996,0.35310769000000003,1.9824302999999999,2460341.47471,1.1741199,1.5582731,0,0,0
0.15,22,0.46,7.0,187.55175,301.13336,165.02154,11.94071,0.1644775,0.82809279,1.1230956,2460095.74752,0.9383716,6.257234,1,0,0
0.15,5055,0.54,0.0,62.03488,27.85783,336.06294,22.14476,0.42325039999999997,0.41899382,1.7687412999999998,2459739.4432,1.0201208,1.7394697,0,0,0
0.15,16,0.39,7.0,15.70399,319.92231,117.49088,4.1084,0.33124549999999997,0.59897693,1.3937856,2459861.28198,0.9321003999999999,2.5492224,1,0,0
0.15,193,0.63,0.0,178.92028,279.31458,85.45443,31.93005,0.4148364,0.42661875,1.7476029,2459468.10844,1.0226336,1.7631972,0,0,0
0.15,68,0.44,5.0,19.40932,87.12798,225.75733,3.37089,0.23478359999999998,0.92762786,1.0412464,2459866.57639,0.7967788,16.9991667,1,0,0
0.15,25,0.31,7.0,313.09167,291.90377,20.4133,1.20773,0.38416079999999997,0.91020582,1.0544912,2459939.03596,0.649397,13.0714087,1,0,0
0.15,70,0.29,8.0,276.72848,157.31634,188.24296,10.94299,0.354448,1.40912197,0.7879590999999999,2459946.59462,0.5086686,2.3272127,0,0,0
0.15,37,0.81,5.0,109.71699,228.90303,161.65672,5.26819,0.6292966,0.26992218,2.3712481,2459481.0235,0.8790296999999999,1.377152,1,0,0
0.15,35,0.46,7.0,148.40059,241.72427,319.96933,4.3707,0.5755973999999999,0.34964457,1.995499,2459463.06721,0.846895,1.5497874999999999,1,0,0
0.15,16,0.13,7.0,241.32275,240.21114,62.67036,4.38903,0.5546080999999999,0.45155405,1.6826594,2460150.31962,0.7494428999999999,1.8455219999999999,1,0,0
0.15,40,0.36,7.0,314.61473,75.94792,319.57299,20.9749,0.5656055,0.36051815,1.9551705,2460013.38902,0.8493153,1.5767464,1,0,0
0.15,70,0.36,1.0,90.8193,97.89012,122.90411,13.13907,0.3350429,0.41384906,1.7833698,2459668.04967,1.1858644,1.7238178,0,0,0
0.15,26,0.36,7.0,15.14478,302.3709,155.79677,8.99362,0.205625,0.70916604,1.2453863,2459866.14424,0.9893037,3.5653376999999997,1,0,0
0.15,106,0.39,5.0,182.73172,38.28546,1.10118,39.70016,0.5119665,0.26577057,2.3958785,2460554.49758,1.169269,1.3692093,0,0,0
0.15,28,0.42,5.0,186.30172,301.80338,357.56941,1.6179000000000001,0.5471517,0.39817789000000003,1.8298603999999998,2460323.73296,0.8286492,1.6778306,1,0,0
0.15,37,0.21,7.0,236.78985,294.00791,206.8444,6.56483,0.7578421999999999,0.2474572,2.5126730999999998,2460385.40489,0.6084634,1.3352395,1,0,0
0.15,36,0.37,5.0,350.03273,24.31501,232.85165,11.65602,0.4589819,0.39603426,1.8364574999999999,2459912.6677,0.9935567,1.6717301999999998,1,0,0
0.15,27,1.01,6.0,336.87017,228.72216,122.56953,44.89685,0.1371831,0.69100122,1.2671174,2459920.97292,1.0932903,3.3455057,0,0,0
0.15,50,0.27,5.0,346.84878,91.99415,172.69853,6.51544,0.27308109999999997,0.58115671,1.4221341,2459910.12939,1.0337762,2.4369027,0,0,0
0.15,35,0.44,7.0,190.8036,264.99292,11.90831,15.94723,0.46701879999999996,0.61698098,1.3665374,2460161.7328,0.7283387,2.6737286,1,0,0
0.15,136,0.75,0.0,186.91998,188.76721,64.49013,6.53756,0.482188,0.34156167,2.0268579,2460394.23149,1.0495313,1.5303374,0,0,0
0.15,54,0.31,4.0,35.19104,351.53593,177.18178,9.28316,0.3456587,0.44482452,1.6995877,2459808.38781,1.1121104,1.8225561,0,0,0
0.15,245,0.34,0.0,197.13583,115.60137,174.4237,53.23229,0.4804772,0.42857408,1.7422833,2460267.51412,0.9051559,1.7693865,1,0,0
0.15,106,0.77,0.0,344.05416,257.13405,23.92429,38.23021,0.47143609999999997,0.43720126000000004,1.7192873,2459923.97254,0.9087531999999999,1.7972212,1,0,0
0.15,68,0.6900000000000001,4.0,44.89074,310.29278,321.54922,5.29367,0.5158575,0.29235849,2.2483241,2459733.95305,1.0885093,1.4217221,0,0,0
0.15,63,0.59,5.0,301.37485,33.66208,332.71474,14.22743,0.5106486,0.27955996,2.3164312,2460097.20515,1.1335489,1.3959505,0,0,0
0.15,22,0.27,7.0,0.33511,128.81016,356.33732,12.01448,0.250834,0.60505392,1.3844374,2459886.94615,1.0371734,2.5899304,0,0,0
0.15,75,0.47000000000000003,2.0,150.82728,8.57537,224.70857,55.63418,0.7952608,0.54230814,1.4892649,2459609.37898,0.3049109,2.2233448,1,0,0
0.15,31,0.8300000000000001,6.0,154.1682,86.55008,147.8694,13.25638,0.1253805,0.93721278,1.034135,2459723.00351,0.9044745999999999,20.3659605,1,0,0
0.15,29,0.39,6.0,153.13752,185.7842,83.92287,10.67085,0.49070559999999996,0.32148578,2.1103842999999998,2459411.15682,1.0748069,1.4840764,0,0,0
0.15,98,0.8,0.0,42.41063,262.92198,43.94113,3.07476,0.4328491,0.31222688,2.1519021,2459751.66723,1.2204532,1.4636706,0,0,0
0.15,28,0.26,6.0,197.70146,342.15734,303.39046,8.55732,0.4610335,0.28615395,2.2807073,2460454.67221,1.2292248,1.4091106,0,0,0
0.15,18,0.58,9.0,153.23368,315.88575,342.17237,6.05493,0.47581789999999996,0.32535335,2.0936265,2459416.52374,1.0974415,1.4927697,0,0,0
0.15,56,0.72,7.0,110.74035,101.50253,4.64381,8.07945,0.337647,0.72776704,1.2240743,2459735.33543,0.8107692999999999,3.8225465,1,0,0
0.15,112,0.72,4.0,63.92674,93.48105,335.90681,31.33272,0.3315205,1.04627803,0.9609584999999999,2459826.40081,0.6423810999999999,16.2452786,0,0,0
0.15,711,0.62,0.0,210.85528,106.79078,358.80023,19.07191,0.49205709999999997,0.51317541,1.5451079,2460178.13108,0.7848265999999999,2.0862413,1,0,0
0.15,74,0.74,0.0,185.77558,293.84759,342.13534,23.78869,0.4902159,0.41742016,1.7731838,2460304.88388,0.9039408999999999,1.7346522,1,0,0
0.15,54,0.88,6.0,143.3513,320.44915,174.23195,1.10022,0.2988998,0.63353294,1.3426307,2459661.22714,0.9413187,2.7994276,1,0,0
0.15,23,0.34,5.0,190.58606,349.56631,22.0296,15.81218,0.3551552,0.48955691,1.5944121,2460233.55567,1.0281484,1.9869089999999998,0,0,0
0.15,17,0.71,7.0,335.06556,222.83863,334.70211,14.69238,0.3281284,0.57704681,1.4288787,2459930.71043,0.960023,2.4123888,1,0,0
0.15,227,0.68,4.0,243.17862,140.42054,344.76119,1.7229800000000002,0.21927429999999998,1.18832137,0.8827684,2459985.80791,0.6892,4.8620674,0,0,0
0.15,17,0.64,9.0,202.22406,272.62105,143.11827,7.2941,0.6536518,0.31432299999999996,2.1423246,2460389.4548,0.7419903,1.468241,1,0,0
0.15,257,0.75,0.0,170.07322,306.74757,70.36509,18.10897,0.3805422,1.25836862,0.8496971,2459752.34626,0.5263515,3.6134489,0,0,0
0.15,763,0.64,0.0,144.69128,29.1807,40.19554,14.64099,0.4396043,0.76500007,1.1840273,2459698.36107,0.6635238,4.4676968,1,0,0
0.15,24,0.71,7.0,174.46172,112.77295,181.79684,2.11491,0.4657841,0.32474076,2.0962585,2459350.26608,1.1198546,1.4913859999999999,0,0,0
0.15,283,0.75,0.0,81.72211,1.60683,115.32348,13.13773,0.5449885999999999,0.24908877000000001,2.5016888,2459559.41563,1.1382969,1.3381973999999999,0,0,0
0.15,7,0.07,7.0,308.99165,253.95627,47.06582,4.38198,0.6217349999999999,0.27337267,2.3512527,2460074.08911,0.8893966,1.3838237,1,0,0
0.15,26,0.41000000000000003,5.0,124.56859,353.31065,82.43059,43.24955,0.8599878,0.25843336,2.4410144,2459405.48553,0.34177179999999996,1.355394,1,0,0
0.15,148,0.93,0.0,214.07069,7.50874,151.1001,32.00947,0.5028701,0.26695606,2.3887802,2460434.14181,1.1875341,1.371468,0,0,0
0.15,42,0.7000000000000001,7.0,262.08631,195.43927,41.62759,12.50538,0.34505009999999997,0.48933098,1.5949029000000001,2460087.59709,1.0445815,1.9860042999999998,0,0,0
0.15,65,0.85,1.0,175.05523,275.34558,333.46846,8.45375,0.5284497,0.30332349000000003,2.1938083,2459310.37595,1.034491,1.4445706,0,0,0
0.15,55,0.59,,86.04831,230.32471,208.02246,43.84415,0.6234833,0.24815727,2.5079452,2459540.7508,0.9442832999999999,1.3365071,1,0,0
0.15,35,0.24,6.0,195.00799,87.09682,50.4592,38.33492,0.4798886,0.31764361,2.127368,2460406.92495,1.1064683,1.47554,0,0,0
0.15,28,0.63,6.0,114.44162,222.36643,84.43052,1.24264,0.47523489999999996,0.40878364,1.7980719,2459607.54351,0.9435654,1.7086799,1,0,0
0.15,23,0.89,6.0,20.18752,172.0849,175.93557,6.2954,0.39449449999999997,0.39670116,1.8343987,2459836.61151,1.1107385,1.6736233,0,0,0
0.15,21,0.8200000000000001,6.0,130.00542,38.15484,312.73522,6.86686,0.48736229999999997,0.31213837,2.152309,2459471.00058,1.1033547,1.4634782,0,0,0
0.15,107,0.6900000000000001,0.0,30.46253,234.11982,281.5295,26.0535,0.37304699999999996,0.45806894000000004,1.6666669,2459820.99793,1.0449218,1.8683134,0,0,0
0.15,33,0.43,7.0,194.86713,268.05439,283.02076,2.30889,0.5167181,0.40438116,1.8110986,2460295.85952,0.8752711999999999,1.6957377,1,0,0
0.15,30,0.47000000000000003,8.0,279.18618,48.42646,54.49036,3.31002,0.47706099999999996,1.22390007,0.8655763999999999,2459953.52976,0.4526437,4.1361269,0,0,0
0.15,25,0.33,7.0,83.64222,182.28169,165.06801,27.18377,0.2732024,0.56569207,1.4479359,2459739.64177,1.0523563,2.3471564,0,0,0
0.15,37,0.5,7.0,308.71839,131.09642,208.4073,7.56909,0.4819441,0.40819552000000003,1.7997985,2460013.13002,0.9323962,1.7069396000000001,1,0,0
0.15,13,0.17,7.0,257.10926,151.64148,135.43841,6.09204,0.4532736,0.32152038,2.1102328,2460207.5132,1.15372,1.4841538,0,0,0
0.15,1522,0.53,0.0,329.05069,135.144,201.73822,6.9695800000000006,0.3348675,0.63227794,1.3444068,2459936.4489,0.8942087,2.7894841,1,0,0
0.15,16,0.62,9.0,141.21907,355.64285,250.54562,10.26971,0.7508758,0.28591429,2.2819816,2459393.57885,0.5684968,1.408628,1,0,0
0.15,32,0.43,8.0,317.64795,180.90209,89.8003,1.39572,0.3261977,0.80737547,1.1422268,2459939.95645,0.769635,5.5299083,1,0,0
0.15,96,0.43,0.0,201.67555,355.11926,308.94231,8.89571,0.5529242,0.25926069,2.4358186,2460498.17686,1.0889955,1.3569377999999999,0,0,0
0.15,20,0.28,6.0,324.57942,314.30858,307.95861,4.77093,0.27969679999999997,0.5978510300000001,1.395535,2459946.7465,1.0052083,2.5418202,0,0,0
0.15,1060,0.55,0.0,127.84521,141.68529,227.16097,22.56662,0.3840982,0.32377675,2.1004174,2459492.64388,1.2936509,1.4892137,0,0,0
0.15,195,0.38,2.0,174.67678,157.76452,232.78135,12.7498,0.3581912,1.2613336,0.8483649999999999,2459749.01421,0.5444881,3.5745921,0,0,0
0.15,111,0.77,1.0,333.57722,122.24022,162.32104,20.53502,0.5655602,0.9423039400000001,1.0304068,2459915.54061,0.4476497,22.7603337,1,0,0
0.15,31,0.35000000000000003,5.0,225.75348,12.56803,82.50687,5.93529,0.5257432,0.33189018000000003,2.066045,2460291.99088,0.9798359,1.5076967,1,0,0
0.15,121,0.37,7.0,177.27667,104.3888,25.45132,1.64239,0.7572396,0.35564264,1.9729988,2459389.0314,0.478966,1.5645435,1,0,0
0.15,40,0.44,7.0,50.57408,103.77774,117.00374,9.11682,0.18259209999999998,0.75714364,1.1922039,2459820.70411,0.9745168999999999,4.3140602,1,0,0
0.15,468,0.6000000000000001,0.0,181.40663,35.56365,283.231,23.34118,0.7196545,0.35947594,1.9589477,2460384.31598,0.5491822,1.5741219,1,0,0
0.15,24,0.64,7.0,349.42967,20.66906,107.81865,1.4799,0.5624715,0.67569259,1.2861845,2459903.1437,0.5627424,3.1802509,1,0,0
0.15,17,0.15,6.0,27.35958,172.08926,318.14002,1.36442,0.200539,1.20907702,0.8726366,2459864.87152,0.6976389,4.4104841,0,0,0
0.15,70,0.68,5.0,186.253,329.53193,1.22186,34.83377,0.3367283,0.41332076,1.7848891,2460307.86849,1.1838663999999999,1.7222265,0,0,0
0.15,100,0.41000000000000003,7.0,301.70417,196.33694,231.76044,24.97872,0.3970486,0.42822869999999996,1.74322,2460023.63247,1.0510769,1.76829,0,0,0
0.15,28,0.65,8.0,295.82872,320.45901,217.30093,11.60364,0.6265109999999999,1.13429683,0.9105803,2459944.07362,0.3400917,6.6286473,0,0,0
0.15,55,0.35000000000000003,5.0,73.44679,180.26095,345.01201,3.12869,0.2033813,0.67737821,1.2840498999999999,2459779.07196,1.0228982,3.1976427,0,0,0
0.15,10,1.09,9.0,266.10498,73.69357,95.15388,0.27787,0.5132841,0.41617343,1.7767233999999998,2460113.11514,0.8647595,1.7308542,1,0,0
0.15,38,0.31,5.0,354.37545,99.55748,46.02758,7.54061,0.43686959999999997,0.41477118,1.7807256,2459901.06061,1.0027807,1.7266024,0,0,0
0.15,28,0.59,7.0,12.01119,200.70582,157.79463,11.52952,0.6070078999999999,0.25095521,2.4892694,2459839.63811,0.9782632,1.3415972,1,0,0
0.15,151,0.73,1.0,171.98564,72.14759,91.96675,1.34939,0.28661169999999997,1.31608354,0.8246703999999999,2459756.82012,0.5883102,2.982389,0,0,0
0.15,270,0.84,0.0,91.28704,167.75762,107.38281,9.65875,0.3952206,0.43429687,1.726944,2459677.30494,1.0444202,1.7877532,0,0,0
0.15,73,0.37,1.0,118.54398,358.31424,304.5009,10.15967,0.47604779999999997,0.30419583,2.1896123,2459497.80369,1.1472522,1.4464199,0,0,0
0.15,34,0.86,6.0,50.25164,134.01324,34.61095,17.41258,0.5896312,0.20239395000000002,2.8730137,2459639.21366,1.1789952,1.2584146999999999,0,0,0
0.15,134,0.98,0.0,226.16985,235.74285,159.00939,23.75432,0.3908886,0.51047165,1.550559,2460149.66963,0.9444632,2.0743695,1,0,0
0.15,32,0.6000000000000001,6.0,255.42401,345.33446,195.42966,1.80092,0.4285519,0.43369373,1.7285447,2460128.62868,0.9877735999999999,1.7857995999999998,1,0,0
0.15,34,0.22,7.0,333.83604,352.16482,231.17326,10.7731,0.2875253,1.26436948,0.8470063999999999,2459908.19329,0.6034706,3.5356613,0,0,0
0.15,84,0.7000000000000001,6.0,327.15712,241.37637,144.74544,2.12636,0.6186364,0.29048743,2.2579682,2460000.56129,0.8611069,1.4178952,1,0,0
0.15,31,0.54,7.0,243.66733,154.43228,15.09702,4.35377,0.43083449999999995,0.4189061,1.7689882,2460165.20584,1.0068471,1.7392005,0,0,0
0.15,71,0.81,5.0,20.4422,285.91943,144.33746,7.14082,0.6595911999999999,1.49918857,0.7560756,2459873.86449,0.2573748,1.9190897,0,0,0
0.15,194,0.38,4.0,247.07623,170.42882,197.09958,7.64915,0.444963,0.30076759999999997,2.2062193,2460262.95191,1.2245333,1.4391793,0,0,0
0.15,26,0.24,6.0,264.91972,194.69135,119.62208,6.58319,0.5108311999999999,0.32270324,2.105073,2460182.13693,1.029736,1.4868021,0,0,0
0.15,59,0.8300000000000001,1.0,108.18869,153.76851,67.79869,14.98844,0.41250149999999997,0.63958214,1.3341515,2459718.34472,0.783812,2.8483672,1,0,0
0.15,91,0.64,2.0,66.80957,134.45245,239.75954,3.06949,0.2328795,1.05623844,0.9549076999999999,2459824.24764,0.7325292999999999,13.9543607,0,0,0
0.15,46,0.30000000000000004,7.0,228.21338,19.88434,241.78396,1.4195,0.6126948,0.25748576,2.4469996,2460399.32112,0.9477357,1.35363,1,0,0
0.15,134,0.76,0.0,266.42987,298.37005,269.39375,38.94848,0.0632454,0.74967607,1.2001079,2460012.31409,1.1242066,4.177514,0,0,0
0.15,174,0.73,5.0,287.14334,308.95902,64.42223,1.73682,0.41860139999999996,1.2267638,0.8642287999999999,2459946.88931,0.5024614,4.0870097,0,0,0
0.15,318,0.87,0.0,334.82124,19.42639,222.55662,54.43457,0.4073885,0.38033738,1.8866444,2459953.70113,1.1180472,1.6283761,0,0,0
0.15,101,0.4,6.0,279.72489,23.78694,47.35479,1.9265500000000002,0.4923238,0.35600616,1.9716555,2460112.98802,1.0009626,1.5654468000000001,0,0,0
0.15,48,1.18,5.0,125.73181,229.70322,52.08001,7.17596,0.5824592,0.31831418,2.1243793,2459492.5071,0.887015,1.4770227999999999,1,0,0
0.15,76,0.67,6.0,169.63043,199.50227,19.92248,16.33493,0.0196414,0.9546687500000001,1.0214903,2459709.81487,1.0014268,31.8565577,0,0,0
