G,Num_obs,rms,U,M,Peri,Node,i,e,n,a,Tp,Perihelion_dist,Synodic_period,Orbit_type_Apollo,Orbit_type_Atira,Orbit_type_Object with perihelion distance < 1.665 AU
0.15,13,0.17,6.0,146.67708,335.64489,182.19362,4.08326,0.3481086,0.51736539,1.5367544,2459603.99223,1.001797,2.1049096,0,0,0
0.15,25,0.66,7.0,337.0881,106.6182,284.39386,8.48816,0.3266011,0.83940558,1.112982,2459914.79539,0.7494809,6.7414072,1,0,0
0.15,41,0.25,4.0,220.15055,14.59096,150.50471,45.3172,0.8268426999999999,0.57016544,1.4403525,2460132.77874,0.24940749999999998,2.3724301,1,0,0
0.15,33,0.61,8.0,195.72987,259.15201,203.61851,4.66657,0.505249,0.75754312,1.1917847,2460104.34592,0.5896367,4.3216174,1,0,0
0.15,61,0.56,6.0,212.54,294.98003,168.46595,7.27379,0.2895217,0.72820952,1.2235784,2460089.99667,0.8693259,3.8291176,1,0,0
0.15,144,0.52,0.0,204.22608,99.10982,222.29854,1.17056,0.577149,0.29462519,2.2367776,2460416.21911,0.9458236,1.4263859,1,0,0
0.15,94,0.63,0.0,12.5662,186.77551,76.29087,23.00317,0.6243253,0.23796908,2.5790258,2459834.69396,0.9688747,1.3182943,1,0,0
0.15,19,0.52,5.0,107.32037,176.33092,55.21945,0.26373,0.5568654,0.49528075,1.5821041999999998,2459670.81405,0.7010851,2.0101031,1,0,0
0.15,10,0.28,6.0,57.74861,270.67752,22.19209,9.67873,0.1737494,0.94171556,1.0308359,2459826.17722,0.8517288,22.4552642,1,0,0
0.15,36,0.32,6.0,155.89785,76.66428,320.45338,6.00015,0.3102044,0.94801622,1.0262635,2459723.0536,0.707912,26.2189045,1,0,0
0.15,67,0.7000000000000001,5.0,284.61785,232.5053,242.23251,0.56505,0.6420422,0.20424186,2.8556581999999997,2460256.58287,1.0222051,1.2613908,0,0,0
0.15,27,0.52,7.0,191.53923,96.13497,65.46764,18.71546,0.4325636,0.73179875,1.2195743000000001,2460117.70097,0.6920309,3.8832668999999997,1,0,0
0.15,70,0.47000000000000003,0.0,17.103,288.23866,59.60412,6.04839,0.46222399999999997,0.5756235,1.4312331,2459857.78787,0.7696828,2.404014,1,0,0
0.15,29,0.8300000000000001,8.0,75.85753,196.36134,265.61295,23.97965,0.2069165,0.65173904,1.3175089,2459771.1075,1.0448946,2.9520823,0,0,0
0.15,33,0.42,4.0,167.71117,158.15846,88.98221,6.45989,0.2783441,0.96529739,1.0139782,2459713.75957,0.7317433999999999,48.5276102,1,0,0
0.15,48,0.39,6.0,148.78987,37.82012,343.6181,6.52862,0.5286638,0.27520466,2.3408065000000002,2459346.84817,1.1033068,1.3873923,0,0,0
0.15,27,0.73,8.0,64.99672,316.83654,281.88724,6.85133,0.4522656,0.40745203,1.8019873,2459727.98006,0.9870104,1.7047444999999999,1,0,0
0.15,90,0.86,4.0,22.36098,300.39966,256.97461,11.28572,0.2798177,0.56978182,1.4409988999999999,2459848.25519,1.0377819,2.3702416,0,0,0
0.15,64,0.72,4.0,111.79103,240.32066,358.2125,9.93328,0.1330038,0.87272116,1.0844738,2459759.40521,0.9402347,8.7309563,1,0,0
0.15,23,0.28,7.0,92.60204,232.83179,84.96689,3.99504,0.7203641,0.26683524000000003,2.3895011999999998,2459540.46168,0.6681903,1.3712374999999999,1,0,0
0.15,20,0.5,6.0,129.55254,198.49791,243.00498,11.78412,0.5455399,0.27022943,2.3694504,2459408.0831,1.0768207,1.3777434,0,0,0
0.15,11,0.12,8.0,62.94458,16.56489,324.07628,6.39398,0.5221979,0.2568797,2.450847,2459642.46476,1.1710198,1.3525042,0,0,0
0.15,48,0.78,6.0,97.67375,95.62876,212.30662,7.93963,0.2289215,0.86496494,1.0909472,2459774.57779,0.8412059,8.1696362,1,0,0
0.15,94,0.36,4.0,330.01781,345.06539,186.42203,4.02753,0.44028459999999997,0.43379342,1.7282799,2459956.61629,0.9673449,1.7861221999999999,1,0,0
0.15,13,0.11,6.0,280.82412,59.14512,128.09016,4.4305,0.24175159999999998,0.74698498,1.2029885,2459993.49395,0.9121640999999999,4.1304019,1,0,0
0.15,124,0.76,0.0,54.93473,202.91436,152.44098,20.97869,0.3701216,0.37710824,1.8973992,2459741.82634,1.1951308,1.6197347,0,0,0
0.15,13,0.28,8.0,326.30898,304.93674,183.77952,1.40158,0.6454264,0.4304329,1.7372637,2459965.77241,0.6159878,1.7753106,1,0,0
0.15,132,0.81,0.0,47.09984,138.95412,187.21825,15.45733,0.0492338,0.74683269,1.203152,2459824.43387,1.1439162999999999,4.1277681,0,0,0
0.15,15,0.18,8.0,294.54532,52.76571,7.59514,28.03198,0.24951949999999998,0.60644524,1.3823191,2459995.43173,1.0374035,2.5994341,0,0,0
0.15,204,0.6900000000000001,0.0,2.39199,58.04303,19.7803,20.79745,0.5146853,0.29868342000000003,2.2164706,2459879.49155,1.0756858,1.4348127,0,0,0
0.15,264,0.53,0.0,99.14697,95.30428,305.33618,9.50985,0.5185197,0.22335172,2.6903566,2459443.59485,1.2953537,1.2930141,0,0,0
0.15,45,0.4,7.0,61.81974,49.99293,247.29841,8.26612,0.3672728,0.53454029,1.503658,2459771.84969,0.9514053,2.1850566,1,0,0
0.15,22,0.63,5.0,252.30308,29.33887,128.26496,3.05038,0.45955809999999997,0.40952855,1.7958908,2460150.47784,0.9705746,1.7108894000000001,1,0,0
0.15,209,0.27,3.0,195.18646,107.75415,240.37128,3.25043,0.5006581,0.25077325,2.4904734,2460544.72151,1.2435977,1.341265,0,0,0
0.15,30,0.6900000000000001,7.0,250.70006,117.11849,33.6967,1.34178,0.3246359,0.46601986,1.6476556,2460122.03926,1.1127674,1.896903,0,0,0
0.15,18,0.28,5.0,78.53769,159.89065,97.37007,4.95435,0.4218187,0.29607442,2.2294725,2459622.23664,1.2890393,1.4293838,0,0,0
0.15,65,0.5700000000000001,7.0,25.68836,19.43389,177.8353,11.44685,0.2313933,0.64062481,1.3327035,2459847.40108,1.0243248,2.8569759,0,0,0
0.15,34,0.39,5.0,254.93977,312.62993,28.97836,4.23873,0.3026017,0.64965446,1.3203258,2460049.21711,0.920793,2.9337645,1,0,0
0.15,20,1.07,7.0,329.07049,55.30821,183.49459,7.96173,0.3541047,0.60360399,1.3866536,2459938.7414,0.895633,2.5800999,1,0,0
0.15,32,0.85,6.0,179.17099,269.70288,139.62107,26.8257,0.5296099,0.23669822000000001,2.5882490000000002,2459130.54034,1.2174867,1.3160572,0,0,0
0.15,320,0.56,0.0,44.97782,36.72198,190.06846,2.25659,0.3913255,0.46609566,1.6474769,2459791.00087,1.0027772,1.8971798,0,0,0
0.15,33,0.87,1.0,303.74447,147.26668,3.33427,15.28083,0.48876359999999996,1.31521266,0.8250344,2459930.27296,0.4217876,2.990269,0,0,0
0.15,22,0.25,3.0,115.6134,91.3689,169.74797,11.73942,0.4667307,0.58191028,1.420906,2459688.82089,0.7577254999999999,2.4414519,1,0,0
0.15,39,0.45,7.0,133.75492,40.80223,77.53933,12.13822,0.41341849999999997,0.48763047,1.5986087,2459613.2043,0.9377143,1.9792223999999998,1,0,0
0.15,39,0.23,5.0,241.5402,27.65149,64.42118,1.31709,0.5959051,0.28031164000000003,2.3122882,2460310.10042,0.9343838999999999,1.3974383,1,0,0
0.15,263,0.64,1.0,74.94039,75.89478,354.16459,16.63526,0.40257309999999996,0.53345004,1.5057060999999998,2459747.0175,0.8995493,2.1797878,1,0,0
0.15,77,0.68,3.0,249.81531,60.94283,158.56842,7.12807,0.5752046,0.26113599,2.424143,2460309.44386,1.0297648,1.3604502,0,0,0
0.15,91,0.35000000000000003,6.0,308.69437,118.40139,327.61859,10.45862,0.2848734,0.96853587,1.0117167,2459940.47236,0.7235054999999999,57.7329847,1,0,0
0.15,30,0.38,6.0,103.57492,215.81529,74.23312,6.66612,0.4324404,0.43996963,1.7120676000000001,2459652.08619,0.9717003999999999,1.8063398,1,0,0
0.15,34,0.9,7.0,157.99768,23.20058,189.93167,19.30608,0.5192985,0.28027567000000003,2.312486,2459323.77744,1.1116155,1.397367,0,0,0
0.15,8,0.25,9.0,50.2259,101.65923,185.38285,3.06017,0.5261011,0.37058475,1.9196012,2459751.9685,0.9096968999999999,1.6025543999999998,1,0,0
0.15,287,0.71,0.0,96.73091,336.63162,30.6439,10.57859,0.5980257999999999,0.23083393,2.6319014,2459468.45016,1.0579565,1.305832,0,0,0
0.15,14,0.8,5.0,216.87358,351.59054,192.8111,17.36719,0.27951729999999997,1.11613933,0.9204293,2460015.73347,0.6631534,7.5507159,0,0,0
0.15,929,0.64,0.0,336.12924,103.13328,40.96438,10.78576,0.6386037,0.36925751,1.9241983,2459952.14529,0.6953981,1.5991034,1,0,0
0.15,38,0.4,8.0,213.91298,29.0055,13.16788,10.57252,0.5352169999999999,0.89034695,1.0701136,2460051.57877,0.4973706,10.3464168,1,0,0
0.15,17,0.46,8.0,267.78901,135.12241,348.02703,18.32054,0.3887791,0.48494131,1.6045131000000001,2460077.64877,0.9807119,1.9685917,1,0,0
0.15,45,0.33,3.0,353.29554,282.73572,31.01226,27.76387,0.5070897,0.43857985,1.7156825,2459902.78675,0.8456775999999999,1.8017506,1,0,0
0.15,32,0.31,7.0,106.59437,80.53262,23.64805,37.90522,0.41493569999999996,0.45078502000000004,1.6845726,2459651.03612,0.9855832999999999,1.8428681999999998,1,0,0
0.15,43,0.29,7.0,8.24248,217.94938,120.96608,28.88318,0.4223188,0.45916875,1.6640044999999999,2459869.54912,0.9612641,1.8722166,1,0,0
0.15,56,0.28,7.0,357.68983,82.85526,317.5754,29.09694,0.5491517,0.62286884,1.3579121,2459891.20892,0.6122124,2.7171274,1,0,0
0.15,13,0.33,6.0,83.1737,350.04439,260.87178,14.69877,0.151053,0.63686537,1.337943,2459756.90143,1.1358427,2.8261778,0,0,0
0.15,12,0.28,9.0,304.51334,132.92945,35.63157,5.80758,0.5418995999999999,0.32547298,2.0931134,2460057.98012,0.9588561,1.4930403,1,0,0
0.15,38,0.6900000000000001,7.0,59.59465,47.96301,187.82394,8.47834,0.5295345,0.33225147,2.064547,2459708.13386,0.9712980999999999,1.5085304,1,0,0
0.15,50,0.29,1.0,212.2844,28.23034,298.31715,8.16615,0.4297545,0.3103084,2.1607625,2460363.52836,1.2321651,1.4595124,0,0,0
0.15,78,0.34,6.0,219.18532,126.4334,13.7104,2.38267,0.5363884999999999,0.33609545,2.0487751,2460306.47235,0.9498357,1.5174583,1,0,0
0.15,153,0.30000000000000004,2.0,260.06819,84.21547,241.65023,4.49376,0.120894,0.92297849,1.0447403,2459995.77102,0.9184374999999999,15.7371815,1,0,0
0.15,1027,0.71,0.0,4.80445,311.19003,54.64864,38.22347,0.3325276,0.51010882,1.5512942,2459878.08152,1.0354461,2.0727866,0,0,0
0.15,21,0.64,7.0,113.2819,236.81947,6.09878,5.39225,0.3977062,1.0089954,0.9844868999999999,2459775.22803,0.5929504,42.1421848,0,0,0
0.15,169,0.49,4.0,253.89569,234.14591,259.02671,8.02231,0.559103,0.37271697,1.9122732,2460172.17802,0.8431154999999999,1.6081295999999998,1,0,0
0.15,69,0.35000000000000003,3.0,233.12231,103.5465,290.24861,8.27372,0.5356716,0.26861462,2.3789371,2460359.841,1.1046081,1.3746405,0,0,0
0.15,161,0.44,0.0,6.56114,189.78036,250.68889,28.58757,0.7209858,0.14253847,3.6295099,2459841.46932,1.0126848,1.1690709,0,0,0
0.15,70,0.91,3.0,297.76788,312.95219,6.41127,29.39451,0.4284126,0.64475211,1.32701,2459984.021,0.7585022,2.89157,1,0,0
0.15,15,0.26,7.0,239.28883,121.55943,196.01739,10.5267,0.2876111,0.62227726,1.3587725,2460081.48295,0.9679743999999999,2.7127037,1,0,0
0.15,84,0.45,5.0,61.0938,357.05505,155.56716,6.48236,0.4705413,0.37545504,1.9029648,2459724.78063,1.0075413,1.6153461,0,0,0
0.15,26,0.30000000000000004,8.0,58.48303,281.05011,69.53288,14.93463,0.6683329,0.28198572,2.3031274,2459680.10285,0.7638716,1.4007631,1,0,0
0.15,20,0.36,8.0,219.00247,159.21032,304.66377,13.11492,0.4878934,0.32864452,2.0796254,2460316.52751,1.0649899,1.500248,0,0,0
0.15,732,0.78,0.0,232.4213,39.10193,78.79835,9.53826,0.5778557,0.31562429999999997,2.1364321,2460291.71064,0.9018826,1.4710927,1,0,0
0.15,37,0.34,7.0,216.45896,134.3496,273.36524,21.76043,0.1524817,0.71163951,1.2424989,2460089.20471,1.0530406,3.5975264,0,0,0
0.15,124,0.64,6.0,27.65359,7.01448,305.64848,7.55,0.535675,0.30319472000000003,2.1944295,2459796.29263,1.0189285,1.4442979999999999,0,0,0
0.15,24,0.67,5.0,247.70277,147.32014,265.28869,0.7276900000000001,0.1279909,0.8479202100000001,1.1055186,2460019.93844,0.9640223,7.1582973,1,0,0
0.15,175,0.72,0.0,46.89557,210.93776,315.08564,25.99743,0.9563366,0.24820779,2.5076049,2459698.56319,0.1094906,1.3365985999999999,1,0,0
0.15,16,0.15,6.0,282.60167,7.59739,37.5192,11.83677,0.37027669999999996,0.35246641,1.9848341999999999,2460107.09066,1.2498963,1.5566947,0,0,0
0.15,91,0.32,4.0,73.40783,166.921,183.72382,8.75216,0.5616511,0.23048919999999998,2.634525,2459569.01293,1.1548411,1.3052358,0,0,0
0.15,32,0.44,8.0,299.08091,358.99201,59.71188,27.14127,0.0984424,0.76389721,1.1851667,2459967.24776,1.0684960000000001,4.4454718,0,0,0
0.15,7,0.24,9.0,212.47339,133.04589,43.60391,8.85474,0.1653433,0.63707375,1.3376513,2460119.06914,1.1164796,2.8278672,0,0,0
0.15,12,0.73,9.0,338.95839,276.34544,200.63005,24.7598,0.5255514,0.54346693,1.4871472,2459926.21737,0.7055749,2.2291719,1,0,0
0.15,29,0.66,8.0,282.03829,34.01364,357.36757,4.12955,0.4764772,0.36174876,1.9507338,2460103.01345,1.0212536,1.5798567000000001,0,0,0
0.15,13,1.05,9.0,120.53018,103.64816,305.76479,6.01261,0.6015456,0.35805933,1.9641111,2459550.87928,0.7826086999999999,1.5705684999999998,1,0,0
0.15,55,0.41000000000000003,2.0,285.25769,103.87333,312.63388,18.04707,0.0750424,0.94148844,1.0310017,2459966.88739,0.9536329,22.3396505,1,0,0
0.15,36,0.8,1.0,156.9111,320.03338,142.0746,15.95652,0.056887099999999996,0.65491181,1.3132503,2459647.90881,1.2385433,2.9804051,0,0,0
0.15,275,0.8200000000000001,0.0,19.46992,87.73013,217.8632,32.42672,0.2207739,0.5293167999999999,1.5135342999999999,2459850.71689,1.1793854,2.1600425,0,0,0
0.15,2003,0.68,0.0,83.30152,53.40028,339.99076,32.96369,0.284148,0.49883275,1.5745849,2459720.5071,1.1271697,2.0247708,0,0,0
0.15,27,0.38,8.0,161.02497,209.16438,164.25662,28.53056,0.5398963,0.28020431,2.3128786,2459312.83013,1.0641639999999999,1.3972257,0,0,0
0.15,8,0.14,8.0,205.41329,47.06903,322.52213,0.6782900000000001,0.5328189999999999,0.31401135,2.1437418,2460379.79665,1.0015154,1.4675597,0,0,0
0.15,131,0.7000000000000001,0.0,174.85385,69.6789,151.60985,23.440080000000002,0.5026436,0.29242663,2.2479748,2459289.55901,1.1180447,1.4218617999999998,0,0,0
0.15,30,0.81,6.0,125.40457,25.90657,85.13049,1.72839,0.35084699999999996,0.47260469,1.6323151999999999,2459622.15224,1.0596223,1.9212514,0,0,0
0.15,75,0.58,7.0,160.28174,150.45171,353.64799,8.43295,0.5912459,0.25556262,2.4592603,2459260.32787,1.0052327,1.3500642,0,0,0
0.15,89,0.33,6.0,158.28142,296.31987,11.25734,10.21955,0.5635093999999999,0.38768779000000003,1.8627216999999998,2459479.22958,0.8130605,1.6483941999999998,1,0,0
0.15,24,0.67,5.0,317.76947,3.35619,152.07418,7.84296,0.5656264,0.47325485,1.6308199,2459976.73423,0.7083851,1.9236894,1,0,0
0.15,87,0.5700000000000001,6.0,53.51749,121.80146,343.65419,6.43435,0.3466511,0.63068837,1.3466648,2459802.64431,0.879842,2.7769908,1,0,0
0.15,326,0.34,0.0,259.57381,310.37995,93.1871,3.40842,0.6186756,0.20718202,2.828577,2460372.22449,1.0786054,1.2661552,0,0,0
0.15,19,0.76,5.0,214.09729,190.60815,205.08999,12.11461,0.20638669999999998,0.58567507,1.4148103,2460136.6189,1.1228123,2.4644346,0,0,0
0.15,77,0.26,1.0,174.1154,353.26387,329.1466,25.98427,0.8295184999999999,0.27195614,2.3594103,2459247.26652,0.4022358,1.3810769,1,0,0
0.15,78,0.79,6.0,238.43452,75.27873,1.48668,13.61195,0.35397819999999997,0.77976174,1.1690366,2460043.40081,0.7552230999999999,4.7880839,1,0,0
0.15,105,0.49,1.0,244.56986,75.89699,283.06594,20.46906,0.5546764,0.25575524,2.4580254,2460338.83057,1.0946167,1.3504205,0,0,0
0.15,24,0.5700000000000001,7.0,332.67086,149.73412,268.608,1.35337,0.4595072,0.38379684000000003,1.8752901,2459958.70732,1.0135808,1.6377367,0,0,0
0.15,14,0.43,8.0,58.61304,103.16414,111.62158,4.21689,0.5260241999999999,0.32782881,2.0830737,2459708.70839,0.9873265,1.4983876,1,0,0
0.15,54,0.7000000000000001,0.0,30.26874,98.18565,299.46518,5.42765,0.6699968,0.52981069,1.5125935,2459830.36875,0.49916069999999996,2.1623831,1,0,0
0.15,66,0.26,4.0,48.51834,74.40243,53.06505,8.62551,0.48857409999999996,0.4699657,1.6384200999999998,2459784.26196,0.8379304999999999,1.9114187,1,0,0
0.15,442,0.67,0.0,108.08667,115.92414,123.72372,14.82389,0.1889322,0.58184748,1.4210083,2459701.73536,1.1525341,2.4410719,0,0,0
0.15,51,0.56,7.0,65.3625,287.73215,334.31747,23.09305,0.23586469999999998,0.7561206500000001,1.193279,2459801.05546,0.9118265999999999,4.294829,1,0,0
0.15,28,0.87,7.0,178.09729,151.03571,106.04916,23.28866,0.151717,1.05686493,0.9545302999999999,2459718.98528,0.8097118,13.8316764,0,0,0
0.15,50,0.45,5.0,96.14668,215.46025,239.85864,0.43527000000000005,0.4604213,0.43444077000000003,1.7265625999999998,2459666.1886,0.9316164,1.78822,1,0,0
0.15,27,0.24,6.0,198.50625,81.38875,299.74099,19.01943,0.6172012,0.38050424,1.8860928000000001,2460311.92041,0.7219941,1.6288251,1,0,0
0.15,21,0.99,6.0,6.95331,336.05126,33.93325,4.76584,0.5417595,0.24708225,2.5152144,2459859.35831,1.1525731,1.3345616,0,0,0
0.15,74,0.39,5.0,52.2554,52.42759,14.79468,16.97248,0.4118789,0.84850055,1.1050145,2459825.91441,0.6498823,7.1885939,1,0,0
0.15,21,0.42,8.0,41.19206,312.96587,204.9305,2.64133,0.44677839999999996,0.39803073,1.8303113999999998,2459784.01034,1.0125678,1.6774103999999999,0,0,0
0.15,295,0.31,3.0,156.33009,190.72698,164.51704,4.44427,0.431166,0.38003589,1.887642,2459476.14378,1.0737549,1.6275654,0,0,0
0.15,64,0.35000000000000003,6.0,216.85515,249.5729,247.41253,12.382,0.1545895,0.96801709,1.0120781,2460035.37431,0.8556214999999999,56.0304866,1,0,0
0.15,256,0.58,0.0,180.93471,206.10391,51.51486,30.38461,0.2855508,1.26954798,0.8447015999999999,2460028.5465,0.6034963999999999,3.4711798,0,0,0
0.15,22,0.62,5.0,72.26946,246.27307,198.69277,27.95115,0.5016874,0.23995544,2.5647732999999997,2459586.32128,1.2780589,1.3218060999999999,0,0,0
0.15,223,0.39,2.0,339.05051,319.32564,24.34197,8.51346,0.2576633,1.21667295,0.8690007,2459904.71867,0.6450910999999999,4.2654928,0,0,0
0.15,16,0.31,5.0,256.1641,269.18596,65.27057,5.80446,0.4896758,0.32231328,2.1067706,2460209.65839,1.075136,1.4859279,0,0,0
0.15,52,0.39,7.0,123.50922,51.45705,336.35997,2.30215,0.5622636999999999,0.25505946,2.4624935,2459403.26292,1.0779228,1.3491343,0,0,0
0.15,28,0.6900000000000001,7.0,93.82095,315.44704,68.6892,0.64854,0.6111221,0.24881572000000002,2.5035187,2459510.42994,0.9735630999999999,1.3377015,1,0,0
0.15,322,0.66,0.0,341.36072,244.96285,251.74533,7.46729,0.5485978,0.40269816,1.8161412000000001,2459933.78599,0.8198101,1.6908417,1,0,0
0.15,138,0.6900000000000001,0.0,101.84942,131.48866,166.17684,28.8712,0.4870252,1.3457784799999999,0.8124943,2459811.81932,0.41678909999999997,2.7365003999999997,0,0,0
0.15,2056,0.66,0.0,18.91942,154.81332,172.05062,8.44496,0.449665,0.31239995,2.1511073,2459826.93846,1.1838296,1.4640469,0,0,0
0.15,43,0.30000000000000004,7.0,108.81584,264.01107,88.51023,3.4925,0.2206687,0.93158664,1.0382945,2459770.693,0.8091754,18.2448832,1,0,0
0.15,271,0.37,0.0,226.23318,60.21479,243.27196,12.05636,0.5602393,0.26553245000000003,2.3973107,2460391.26835,1.054243,1.3687565,0,0,0
0.15,365,0.5700000000000001,0.0,0.28871,54.8551,207.13381,11.7488,0.23226419999999998,0.6300387,1.3475904,2459887.04176,1.0345933999999999,2.7719168,0,0,0
0.15,38,0.42,4.0,69.41897,132.65769,345.9417,4.15702,0.19403389999999998,0.75531753,1.1941247,2459795.59299,0.962424,4.2798514,1,0,0
0.15,94,0.43,4.0,38.90704,147.26971,63.97531,4.60909,0.3363653,1.33467416,0.8169947,2459858.34903,0.542186,2.8235536999999997,0,0,0
0.15,195,0.39,0.0,292.25282,267.3529,92.82431,28.05663,0.2988972,0.78436577,1.1644575,2459973.87193,0.8164043999999999,4.8976256,1,0,0
0.15,36,0.79,7.0,247.83078,81.39651,2.64173,2.7172400000000003,0.4252358,0.7035293300000001,1.2520295,2460046.93788,0.7196216999999999,3.4940925,1,0,0
0.15,18,0.22,4.0,319.35612,66.74115,254.65353,25.29824,0.5530130999999999,0.2129167,2.7775565,2460078.39099,1.2415314,1.2755522,0,0,0
0.15,60,0.27,1.0,314.62466,308.16419,16.73457,19.49787,0.4474856,0.43074933,1.7364128,2459992.84048,0.9593931,1.7763231,1,0,0
0.15,23,0.26,5.0,28.74158,171.5127,50.42429,16.35306,0.6191285999999999,0.41730154,1.7735199,2459818.62515,0.675483,1.73429,1,0,0
0.15,31,0.8200000000000001,7.0,175.18616,207.02481,5.62592,6.3693,0.5620351,0.30951023,2.1644757,2459321.48906,0.9479643999999999,1.4577894,1,0,0
0.15,25,1.03,4.0,309.07806,34.35427,3.02608,30.90923,0.35764029999999997,0.39589907,1.8368755,2460016.12356,1.1799348,1.671347,0,0,0
0.15,53,0.36,1.0,158.95434,223.52788,231.57149,49.71543,0.5722735999999999,0.45573191,1.67236,2459538.71085,0.7153125,1.8600731,1,0,0
0.15,300,0.59,0.0,88.80969,338.26138,168.93053,30.77518,0.7848988,0.25228403,2.4805208,2459535.47732,0.533563,1.3440282,1,0,0
0.15,32,0.74,5.0,17.61014,196.05372,136.22373,3.1906,0.5338911,0.25474532,2.4645175,2459818.37158,1.1487335,1.3485544,0,0,0
0.15,74,0.44,8.0,356.17366,189.57705,207.73297,43.46814,0.34897049999999996,1.37435998,0.8011904,2459890.28409,0.5215986,2.5353108,0,0,0
0.15,72,0.54,0.0,54.17519,90.72526,216.15874,6.09775,0.3444234,0.49840648,1.5754825000000001,2459778.80318,1.0328495,2.0229994,0,0,0
0.15,22,0.19,6.0,156.56057,319.14478,297.15813,6.56264,0.7006561,0.31789007,2.1262684,2459395.0008,0.6364854999999999,1.4760846,1,0,0
0.15,51,0.35000000000000003,7.0,57.23506,169.61569,241.53112,1.5541200000000002,0.683238,0.29295119999999997,2.2452904,2459692.12596,0.7112227,1.4229387,1,0,0
0.15,61,0.72,4.0,86.00516,281.31515,210.09383,20.36643,0.21430259999999998,0.85877282,1.096185,2459787.35109,0.8612696999999999,7.7707956,1,0,0
0.15,51,0.63,6.0,135.49901,127.37594,52.3983,13.64722,0.5420636999999999,0.32035678,2.1153396,2459464.53707,0.9686908,1.4815578,1,0,0
0.15,36,0.63,7.0,52.71979,188.24925,268.39299,21.13243,0.1940431,0.60835017,1.379432,2459800.83972,1.1117626999999999,2.6125594999999997,0,0,0
0.15,37,0.4,7.0,286.23308,354.87585,57.83848,24.03246,0.4222838,0.39553286,1.8380092000000001,2460074.00013,1.0618477,1.6703096,0,0,0
0.15,182,0.9,0.0,101.59939,112.76309,47.43759,12.65724,0.5178714,0.34779206,2.0025788,2459595.37313,0.9655005,1.5452862,1,0,0
0.15,15,0.26,7.0,57.73487,154.82388,169.04629,7.32472,0.3521571,0.5183465700000001,1.5348145,2459776.11723,0.9943187,2.1093296,1,0,0
0.15,12,0.72,4.0,313.08052,310.27304,176.17551,1.13348,0.19855099999999998,1.02763508,0.9725459,2459933.15773,0.7794458999999999,23.4515545,0,0,0
0.15,22,0.28,8.0,222.38079,264.73864,159.73426,17.15603,0.6133351,0.32558396,2.0926377,2460310.18432,0.8091495,1.4932913,1,0,0
0.15,163,0.86,1.0,139.20295,196.72638,8.28206,32.67619,0.3814086,0.48310447,1.6085775999999998,2459599.35742,0.9950523,1.9613958,1,0,0
0.15,25,0.35000000000000003,7.0,70.91027,42.7821,22.59364,22.69055,0.14071029999999998,0.80424262,1.1451912,2459799.32975,0.984051,5.4343852,1,0,0
0.15,247,0.48,0.0,291.11325,245.51977,245.52819,3.83462,0.5843702,0.44610257000000003,1.6963400000000002,2460041.91911,0.7050495,1.8268737,1,0,0
0.15,30,0.34,2.0,62.74392,172.80437,69.31878,9.24596,0.4376217,0.28989507000000003,2.261043,2459671.06329,1.2715615,1.416688,0,0,0
0.15,61,0.4,7.0,161.97914,280.43889,292.14034,4.76572,0.5711585,0.39554202,1.8379808,2459477.98814,0.7882024,1.6703356,1,0,0
0.15,86,0.79,2.0,139.3318,76.66561,351.85284,24.1601,0.12060549999999999,0.68439569,1.2752575,2459683.91628,1.1214544,3.2721393,0,0,0
0.15,50,0.41000000000000003,4.0,70.1282,56.71652,43.25663,6.46583,0.6650334,0.24565645,2.5249373,2459602.02728,0.8457697,1.3319901,1,0,0
0.15,25,0.45,6.0,290.28463,221.5449,87.65007,26.714,0.4629066,0.41574147,1.7779539,2460055.18927,0.9549272999999999,1.7295422,1,0,0
0.15,23,0.28,7.0,67.1163,100.61906,42.44985,4.82574,0.4302971,0.74573311,1.2043344,2459797.49957,0.6861128,4.1088465,1,0,0
0.15,42,0.32,6.0,39.49818,10.63551,41.48858,5.12641,0.3027156,0.5028580500000001,1.5661708,2459808.95262,1.0920665,2.0416539,0,0,0
0.15,19,0.19,6.0,347.45545,288.9411,197.19089,13.29663,0.2242021,0.77956419,1.1692341,2459903.59175,0.9070893999999999,4.7834929,1,0,0
0.15,48,0.55,5.0,44.98385,175.6244,215.97862,0.65378,0.4975751,0.3478945,2.0021856,2459758.19686,1.0059479,1.5455345,0,0,0
0.15,38,0.34,7.0,22.2119,205.2397,174.87562,2.95397,0.5807380999999999,0.25706064,2.4496967,2459801.09275,1.0270645,1.3528402,0,0,0
0.15,54,0.34,0.0,237.66993,9.99683,143.29529,12.63452,0.5877834,0.24384701,2.5374126,2460389.16732,1.0459636,1.3287408,0,0,0
0.15,61,0.77,5.0,290.3313,92.78323,321.431,6.48306,0.1420427,0.8275583400000001,1.1235791,2459971.68585,0.9639829,6.2360745,1,0,0
0.15,18,0.38,6.0,218.49137,159.82014,355.69003,2.55696,0.5110771,0.33399825,2.0573424,2460311.18082,1.0058818,1.5125742999999998,0,0,0
0.15,150,0.7000000000000001,0.0,208.68305,265.7433,102.38513,6.2438,0.6221112,0.49824952,1.5758134,2460191.19714,0.5954822,2.0223478,1,0,0
0.15,61,0.53,4.0,38.37779,211.0629,70.92998,7.94069,0.4638322,0.3231449,2.1031545,2459768.73659,1.1276437,1.4877932999999999,0,0,0
